LOC,CyclomaticComplexity,ParameterCount,NR,NAuth,stmtAdded,stmtDeleted,maxChurn,avgChurn,IsBuggy
0.240046,0.161286,0.196721,0,0,0,0,0,0,yes
0.523737,0.80643,0,0,0,0,0,0,0,yes
0.109112,0,0.590162,0,0,0,0,0,0,no
0.174579,0,0.590162,0,0,0,0,0,0,no
0.087289,0,0.393442,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.196401,0,0.196721,0,0,0,0,0,0,no
0.109112,0,0.196721,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
0.043645,0,0.590162,0,0,0,0,0,0,no
0.305513,0.161286,0.196721,0,0,0,0,0,0,no
0.043645,0,0.590162,0,0,0,0,0,0,no
0.327335,0.161286,0.196721,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
0.567381,0.322572,0.393442,0,0,0,0,0,0,no
0.196401,0,0.393442,0,0,0,0,0,0,no
0.305513,0.161286,0.786883,0,0,0,0,0,0,no
0.087289,0,0.590162,0,0,0,0,0,0,yes
0.785605,0.645144,0.786883,0,0,0,0,0,0,no
0.523737,0.483858,0.786883,0,0,0,0,0,0,no
0.567381,0,0.983604,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.087289,0,0.590162,0,0,0,0,0,0,yes
0.065467,0,0.393442,0,0,0,0,0,0,no
0.218224,0.161286,0.393442,0,0,0,0,0,0,no
1,1,0.786883,0,0,0,0,0,0,no
0.196401,0.161286,0.590162,0,0,0,0,0,0,no
0.196401,0.161286,0.590162,0,0,0,0,0,0,no
0.109112,0,0.786883,0,0,0,0,0,0,no
0.327335,0.161286,0.590162,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.087289,0,0.590162,0,0,0,0,0,0,yes
1,1,0.590162,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
0.174579,0,0.590162,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.196401,0.161286,0.786883,0,0,0,0,0,0,yes
0.305513,0.161286,0.196721,0,0,0,0,0,0,no
0.458269,0.322572,0,0,0,0,0,0,0,no
0.196401,0.161286,0.786883,0,0,0,0,0,0,yes
0.043645,0,0.196721,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.676493,0.483858,0.393442,0,0,0,0,0,0,no
0.283691,0.322572,0.393442,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.414625,0.322572,0,0,0,0,0,0,0,no
0.196401,0.161286,0.786883,0,0,0,0,0,0,yes
0.043645,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.196401,0.161286,0.786883,0,0,0,0,0,0,yes
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
0.152756,0,0,0,0,0,0,0,0,no
0.065467,0,0.590162,0,0,0,0,0,0,no
0,0,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0,0,0.590162,0,0,0,0,0,0,no
0,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.196401,0.483858,0.590162,0,0,0,0,0,0,no
0.436447,0,1,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0.393442,0,0,0,0,0,0,no
0.894717,0.80643,0.590162,0,0,0,0,0,0,no
0.109112,0,0.393442,0,0,0,0,0,0,no
0.065467,0,0.393442,0,0,0,0,0,0,no
0.174579,0,0.196721,0,0,0,0,0,0,no
0,0,0.196721,0,0,0,0,0,0,no
0,0,0.196721,0,0,0,0,0,0,no
0,0,0.196721,0,0,0,0,0,0,no
0,0,0,0,0,0,0,0,0,no
0,0,0.196721,0,0,0,0,0,0,no
0,0,0,0,0,0,0,0,0,no
0,0,0.393442,0,0,0,0,0,0,no
0.109112,0,0.590162,0,0,0,0,0,0,no
0.218224,0.483858,0.983604,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.545559,0.483858,0.393442,0,0,0,0,0,0,no
0.087289,0,0.393442,0,0,0,0,0,0,no
0.196401,0.322572,0.983604,0,0,0,0,0,0,no
0.109112,0,0.393442,0,0,0,0,0,0,no
0.152756,0.322572,0.393442,0,0,0,0,0,0,yes
1,1,0.393442,0,0,0,0,0,0,no
0.109112,0.161286,0.393442,0,0,0,0,0,0,no
0.436447,0.322572,0.393442,0,0,0,0,0,0,no
0.218224,0,1,0,0,0,0,0,0,no
0.501914,0.161286,0,0,0,0,0,0,0,no
0.458269,0.483858,0.393442,0,0,0,0,0,0,no
0.130934,0,0.786883,0,0,0,0,0,0,no
0.087289,0,0,0,0,0,0,0,0,no
0.065467,0,0.393442,0,0,0,0,0,0,no
0.065467,0,0.393442,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.327335,0.161286,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.261868,0,0.786883,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.240046,0.322572,0,0,0,0,0,0,0,no
0.218224,0.322572,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.130934,0,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
1,0.645144,0.786883,0,0,0,0,0,0,no
0.218224,0,0.786883,0,0,0,0,0,0,no
0.632848,0.483858,0.786883,0,0,0,0,0,0,no
0.218224,0.161286,0.590162,0,0,0,0,0,0,yes
0.807427,0.645144,0.590162,0,0,0,0,0,0,no
1,0.483858,0.786883,0,0,0,0,0,0,no
1,0.483858,0.786883,0,0,0,0,0,0,yes
0.545559,0.322572,0.983604,0,0,0,0,0,0,no
0.174579,0,0.983604,0,0,0,0,0,0,no
0.218224,0.161286,0.590162,0,0,0,0,0,0,yes
0.327335,0,0.983604,0,0,0,0,0,0,no
0.174579,0,0.983604,0,0,0,0,0,0,no
0.938361,0.483858,0.393442,0,0,0,0,0,0,no
0.327335,0.161286,0.393442,0,0,0,0,0,0,no
0.480092,0.161286,0.983604,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.087289,0,0.196721,0,0,0,0,0,0,no
0.240046,0.161286,0,0,0,0,0,0,0,no
0.043645,0,0.393442,0,0,0,0,0,0,no
1,0.967716,0.590162,0,0,0,0,0,0,yes
0.109112,0,0,0,0,0,0,0,0,yes
0.043645,0,0,0,0,0,0,0,0,no
0.82925,0.80643,0.393442,0,0,0,0,0,0,no
0.545559,0.483858,0.393442,0,0,0,0,0,0,no
0.283691,0.161286,0.393442,0,0,0,0,0,0,no
0.327335,0.322572,0.786883,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.349158,0.161286,0.590162,0,0,0,0,0,0,no
0.065467,0,0.590162,0,0,0,0,0,0,no
0.087289,0,0.983604,0,0,0,0,0,0,no
0.087289,0,0.983604,0,0,0,0,0,0,no
0.916539,0.483858,1,0,0,0,0,0,0,yes
0.109112,0,0,0,0,0,0,0,0,yes
0.305513,0.161286,0.393442,0,0,0,0,0,0,no
0.196401,0.161286,0.393442,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.261868,0.322572,0,0,0,0,0,0,0,no
0.174579,0.161286,0.196721,0,0,0,0,0,0,no
0.109112,0.161286,0.196721,0,0,0,0,0,0,no
0.305513,0.322572,0,0,0,0,0,0,0,no
0.501914,0.161286,0.393442,0,0,0,0,0,0,no
0.545559,0.322572,0.393442,0,0,0,0,0,0,no
0.109112,0,0.590162,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.392802,0.322572,0.393442,0,0,0,0,0,0,no
0.087289,0,0.393442,0,0,0,0,0,0,no
0.414625,0.322572,0.393442,0,0,0,0,0,0,no
0.676493,0.483858,0.196721,0,0,0,0,0,0,no
0.087289,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.938361,0.80643,0.196721,0,0,0,0,0,0,no
0.458269,0.483858,0.393442,0,0,0,0,0,0,no
0.174579,0.161286,0.393442,0,0,0,0,0,0,no
0.152756,0,0.590162,0,0,0,0,0,0,no
0.218224,0,0.786883,0,0,0,0,0,0,no
0.130934,0,0.786883,0,0,0,0,0,0,no
0.174579,0,0.590162,0,0,0,0,0,0,no
0.152756,0,0.590162,0,0,0,0,0,0,no
0.414625,0.161286,0.983604,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.130934,0.161286,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.109112,0,0.393442,0,0,0,0,0,0,no
0.087289,0,0.196721,0,0,0,0,0,0,no
0.174579,0.161286,0.196721,0,0,0,0,0,0,no
0.589204,0.322572,0,0,0,0,0,0,0,no
0.480092,0.322572,0,0,0,0,0,0,0,no
1,0.967716,0.393442,0,0,0,0,0,0,no
0.763782,0.80643,0.393442,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
1,1,0.196721,0,0,0,0,0,0,no
0.174579,0,1,0,0,0,0,0,0,no
0.196401,0,0.786883,0,0,0,0,0,0,no
0.109112,0,0,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
1,1,0.393442,0,0,0,0,0,0,yes
0.196401,0.322572,0.393442,0,0,0,0,0,0,yes
0.196401,0.161286,0.590162,0,0,0,0,0,0,yes
0.087289,0,0.393442,0,0,0,0,0,0,no
0.480092,0.322572,0,0,0,0,0,0,0,yes
0.218224,0.322572,0.393442,0,0,0,0,0,0,yes
0.065467,0,0,0,0,0,0,0,0,yes
0.894717,0.483858,0.786883,0,0,0,0,0,0,yes
0.196401,0.161286,0.590162,0,0,0,0,0,0,yes
0.283691,0.161286,0.786883,0,0,0,0,0,0,yes
0.261868,0.161286,0,0,0,0,0,0,0,no
0.065467,0,0.393442,0,0,0,0,0,0,no
0.109112,0,0.393442,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
0.065467,0,0.590162,0,0,0,0,0,0,no
0.152756,0,0.590162,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.109112,0.161286,0.196721,0,0,0,0,0,0,no
0.82925,0.483858,0.196721,0,0,0,0,0,0,no
0.109112,0,0.196721,0,0,0,0,0,0,no
0.785605,0.967716,0.983604,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.152756,0,0,0,0,0,0,0,0,no
0.152756,0,0.590162,0,0,0,0,0,0,no
0.130934,0.161286,0.196721,0,0,0,0,0,0,no
0.196401,0.322572,0,0,0,0,0,0,0,no
0.196401,0.161286,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.349158,0.322572,0.196721,0,0,0,0,0,0,yes
0.676493,0.483858,0,0,0,0,0,0,0,yes
0.589204,0.80643,0.590162,0,0,0,0,0,0,no
0.458269,0.322572,0.393442,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.283691,0,1,0,0,0,0,0,0,no
0.851072,0.967716,0,0,0,0,0,0,0,yes
0.327335,0.483858,0,0,0,0,0,0,0,yes
0.065467,0,0.393442,0,0,0,0,0,0,no
0.109112,0,0.393442,0,0,0,0,0,0,no
0.458269,0.645144,0.983604,0,0,0,0,0,0,no
0.130934,0.161286,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0,0,0.393442,0,0,0,0,0,0,no
0.130934,0,0.393442,0,0,0,0,0,0,no
0.152756,0.161286,0,0,0,0,0,0,0,no
0.174579,0.161286,0,0,0,0,0,0,0,no
1,1,0.983604,0,0,0,0,0,0,yes
0.087289,0,0.983604,0,0,0,0,0,0,no
0.087289,0,0,0,0,0,0,0,0,no
0.065467,0,0.393442,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.109112,0,0.590162,0,0,0,0,0,0,no
0.087289,0,0.590162,0,0,0,0,0,0,no
0.130934,0,0.983604,0,0,0,0,0,0,no
0.545559,0.322572,0.393442,0,0,0,0,0,0,no
0.087289,0,0.590162,0,0,0,0,0,0,no
0.152756,0.161286,0.196721,0,0,0,0,0,0,no
0.283691,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
0.37098,0.645144,0.196721,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
0.065467,0,0.393442,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
0.174579,0.322572,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.087289,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.109112,0,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.130934,0.161286,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,yes
0.065467,0,0.196721,0,0,0,0,0,0,yes
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.130934,0.161286,0,0,0,0,0,0,0,no
0.130934,0.161286,0,0,0,0,0,0,0,no
0.130934,0.161286,0.196721,0,0,0,0,0,0,no
0.218224,0.322572,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.130934,0.161286,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,yes
0.065467,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.174579,0.161286,0.590162,0,0,0,0,0,0,no
0.349158,0.322572,0.393442,0,0,0,0,0,0,no
0.087289,0,0.393442,0,0,0,0,0,0,no
0,0,0.196721,0,0,0,0,0,0,no
0,0,0.196721,0,0,0,0,0,0,no
0.720138,0.80643,0.590162,0,0,0,0,0,0,no
0.261868,0.322572,0.590162,0,0,0,0,0,0,no
0.676493,0.645144,0.393442,0,0,0,0,0,0,no
0.567381,0.645144,0.983604,0,0,0,0,0,0,no
0.567381,0.483858,0.590162,0,0,0,0,0,0,no
0.261868,0.322572,0.786883,0,0,0,0,0,0,no
0.632848,0.322572,1,0,0,0,0,0,0,no
0.480092,0.322572,0.393442,0,0,0,0,0,0,no
0.196401,0.161286,0.196721,0,0,0,0,0,0,no
0.392802,0.322572,0.393442,0,0,0,0,0,0,yes
0.043645,0,0,0,0,0,0,0,0,no
0.087289,0,0.393442,0,0,0,0,0,0,no
0.545559,0.322572,0.393442,0,0,0,0,0,0,yes
0.392802,0.322572,0.786883,0,0,0,0,0,0,yes
0.130934,0,0.196721,0,0,0,0,0,0,no
0.218224,0.161286,0.196721,0,0,0,0,0,0,no
0.109112,0,0.983604,0,0,0,0,0,0,no
0.545559,0.322572,0,0,0,0,0,0,0,yes
0.065467,0,0,0,0,0,0,0,0,yes
0.305513,0.322572,0,0,0,0,0,0,0,yes
0.065467,0,0,0,0,0,0,0,0,no
0.261868,0.161286,0.590162,0,0,0,0,0,0,no
0.087289,0,0,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
0.087289,0,0,0,0,0,0,0,0,no
0.305513,0.161286,0.393442,0,0,0,0,0,0,no
0.130934,0,0.393442,0,0,0,0,0,0,no
0.174579,0.161286,0,0,0,0,0,0,0,no
1,0.645144,0.393442,0,0,0,0,0,0,yes
0.261868,0.161286,0.786883,0,0,0,0,0,0,yes
0.261868,0.161286,0.786883,0,0,0,0,0,0,yes
0.065467,0,0,0,0,0,0,0,0,no
0.458269,0.322572,0.590162,0,0,0,0,0,0,no
0.196401,0.161286,0.196721,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.152756,0.161286,0.196721,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0.393442,0,0,0,0,0,0,no
0.043645,0,0.393442,0,0,0,0,0,0,no
0.611026,0.161286,0.983604,0,0,0,0,0,0,no
0.174579,0,0.393442,0,0,0,0,0,0,no
0.174579,0,0.393442,0,0,0,0,0,0,no
0.720138,0.322572,1,0,0,0,0,0,0,no
0.458269,0.322572,0.590162,0,0,0,0,0,0,no
0.305513,0.161286,0.786883,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.763782,0.483858,1,0,0,0,0,0,0,no
0.458269,0.322572,0.590162,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
0.065467,0,0.196721,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
0.414625,0.645144,0,0,0,0,0,0,0,no
0.283691,0.483858,0,0,0,0,0,0,0,yes
0.130934,0.161286,0,0,0,0,0,0,0,yes
0.414625,0.322572,0.393442,0,0,0,0,0,0,yes
0.065467,0,0,0,0,0,0,0,0,no
0.261868,0.161286,0.590162,0,0,0,0,0,0,no
0.087289,0,0,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
0.087289,0,0,0,0,0,0,0,0,no
0.327335,0.161286,0.393442,0,0,0,0,0,0,no
0.392802,0.322572,0.393442,0,0,0,0,0,0,no
0.043645,0,0.393442,0,0,0,0,0,0,no
0.109112,0,0.590162,0,0,0,0,0,0,no
0.087289,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.130934,0,0.393442,0,0,0,0,0,0,no
0.109112,0,0.393442,0,0,0,0,0,0,no
0.152756,0,0,0,0,0,0,0,0,no
0.676493,0.645144,0.196721,0,0,0,0,0,0,no
0.240046,0.322572,0.196721,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
0.152756,0,0,0,0,0,0,0,0,no
0,0,0.393442,0,0,0,0,0,0,no
0,0,0.590162,0,0,0,0,0,0,no
0,0,0.393442,0,0,0,0,0,0,no
0,0,0.590162,0,0,0,0,0,0,no
0.021822,0,0.983604,0,0,0,0,0,0,no
0,0,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.043645,0,0.393442,0,0,0,0,0,0,no
0.087289,0,0.590162,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,yes
0.043645,0,0,0,0,0,0,0,0,yes
0.043645,0,0,0,0,0,0,0,0,no
0,0,0,0,0,0,0,0,0,no
0,0,0,0,0,0,0,0,0,no
0,0,0,0,0,0,0,0,0,no
0.065467,0,0.590162,0,0,0,0,0,0,no
0,0,0,0,0,0,0,0,0,no
0,0,0,0,0,0,0,0,0,no
0.021822,0,0,0,0,0,0,0,0,no
1,1,0.393442,0,0,0,0,0,0,no
0.938361,0.967716,0.590162,0,0,0,0,0,0,no
0.327335,0.161286,0.393442,0,0,0,0,0,0,no
0.021822,0,0.393442,0,0,0,0,0,0,no
0.021822,0,0.196721,0,0,0,0,0,0,no
0.021822,0,0,0,0,0,0,0,0,no
0.021822,0,0,0,0,0,0,0,0,no
0.021822,0,0.196721,0,0,0,0,0,0,no
0.021822,0,0,0,0,0,0,0,0,no
0.021822,0,0,0,0,0,0,0,0,no
0.021822,0,0,0,0,0,0,0,0,no
0.021822,0,0,0,0,0,0,0,0,no
0.021822,0,0.196721,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
0.480092,0.322572,0.590162,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
0.043645,0.161286,0.196721,0,0,0,0,0,0,no
0.043645,0.161286,0.196721,0,0,0,0,0,0,no
0.109112,0.322572,0.786883,0,0,0,0,0,0,no
0.240046,0.322572,0.196721,0,0,0,0,0,0,no
0.130934,0,0.393442,0,0,0,0,0,0,no
0.152756,0.322572,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,no
0.37098,0.161286,0.590162,0,0,0,0,0,0,no
0.174579,0.161286,0,0,0,0,0,0,0,no
1,0.80643,0.393442,0,0,0,0,0,0,no
1,0.80643,0.786883,0,0,0,0,0,0,no
0.327335,0.322572,0.590162,0,0,0,0,0,0,no
0.174579,0.161286,0.590162,0,0,0,0,0,0,no
0.196401,0.161286,0.196721,0,0,0,0,0,0,no
0.414625,0.322572,0.590162,0,0,0,0,0,0,no
0.261868,0.322572,0.590162,0,0,0,0,0,0,no
0.676493,0.483858,0.393442,0,0,0,0,0,0,no
0.523737,0.483858,0.590162,0,0,0,0,0,0,no
0.676493,0.483858,0.590162,0,0,0,0,0,0,no
0.414625,0.483858,0.590162,0,0,0,0,0,0,no
0.392802,0.322572,0.983604,0,0,0,0,0,0,no
0.240046,0.322572,0.590162,0,0,0,0,0,0,no
0.196401,0,1,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
1,0.967716,1,0,0,0,0,0,0,no
0.894717,0.80643,0.590162,0,0,0,0,0,0,no
0.218224,0.161286,0.590162,0,0,0,0,0,0,no
0.283691,0.161286,0,0,0,0,0,0,0,no
0.174579,0.161286,0.590162,0,0,0,0,0,0,no
0.283691,0.322572,0,0,0,0,0,0,0,yes
0.283691,0.322572,0,0,0,0,0,0,0,yes
0.065467,0,0,0,0,0,0,0,0,no
0.065467,0,0,0,0,0,0,0,0,no
0.109112,0,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,no
0.698315,0.483858,1,0,0,0,0,0,0,no
0.436447,0.322572,0.590162,0,0,0,0,0,0,no
